k,P[u<k],G(k)
2.16,0.9846136652160745,0.005472373014176565
2.17,0.9849965770262678,0.005320431133678499
2.18,0.9853712692240107,0.005172277156149943
2.19,0.9857378815893311,0.0050278295855413005
2.20,0.9860965524865014,0.0048870083165345225
2.21,0.98644741885358,0.004749734620330629
2.22,0.9867906161927437,0.004615931130340152
2.23,0.987126278561398,0.004485521827778713
2.24,0.9874545385640534,0.0043584320271770755
2.25,0.9877755273449553,0.004234588361816907
2.26,0.988089374581453,0.004113918769091968
2.27,0.9883962084780965,0.00399635247581074
2.28,0.9886961557614472,0.003881819983440872
2.29,0.9889893416755886,0.003770253053307325
2.30,0.9892758899783242,0.0036615846917467665
2.31,0.989555922938049,0.003555749135229668
2.32,0.9898295613312803,0.0034526818354520712
2.33,0.9900969244408357,0.0033523194444090125
2.34,0.9903581300546417,0.0032545997994492294
2.35,0.9906132944651614,0.003159461908323811
2.36,0.9908625324694273,0.0030668459342310245
2.37,0.9911059573696632,0.002976693180864815
2.38,0.9913436809744834,0.0028889460774719627
2.39,0.9915758136006543,0.0028035481639244395
2.40,0.9918024640754038,0.0027204440758121055
2.41,0.9920237397392663,0.0026395795295611098
2.42,0.9922397464494463,0.002560901307582946
2.43,0.9924505885836908,0.002484357243460949
2.44,0.9926563690446516,0.0024098962071757574
2.45,0.9928571892647285,0.0023374680903802472
2.46,0.9930531492113757,0.002267023791721095
2.47,0.9932443473928594,0.0021985152022188648
2.48,0.9934308808644532,0.002131895190705991
2.49,0.9936128452350568,0.0020671175893309975
2.50,0.9937903346742238,0.0020041371791281425
2.51,0.9939634419195873,0.001942909675661077
2.52,0.9941322582846674,0.0018833917147430476
2.53,0.9942968736670493,0.001825540838235296
2.54,0.9944573765569173,0.0017693154799308854
2.55,0.9946138540459333,0.00171467495152503
2.56,0.9947663918364442,0.0016615794286746755
2.57,0.994915074251009,0.001609989937153158
2.58,0.9950599842422293,0.0015598683391012877
2.59,0.9952012034028738,0.0015111773193788869
2.60,0.9953388119762813,0.0014638803720169319
2.61,0.9954728888670327,0.0014179417867766168
2.62,0.9956035116518787,0.0013733266358173894
2.63,0.9957307565909107,0.0013300007604733627
2.64,0.9958546986389639,0.0012879307581427392
2.65,0.9959754114572417,0.0012470839692955843
2.66,0.9960929674251472,0.0012074284645940906
2.67,0.9962074376523146,0.0011689330321360235
2.68,0.996318891990825,0.0011315671648166343
2.69,0.9964273990476002,0.0010953010478168667
2.70,0.9965330261969594,0.0010601055462129208
2.71,0.9966358395933308,0.001025952192713538
2.72,0.9967359041841087,0.0009928131755269042
2.73,0.9968332837226422,0.000960661326352908
2.74,0.9969280407813496,0.0009294701085100655
2.75,0.9970202367649454,0.0008992136051910252
2.76,0.9971099319237738,0.0008698665078530309
2.77,0.997197185367235,0.0008414041047406532
2.78,0.9972820550772987,0.0008138022695434732
2.79,0.9973645979220951,0.0007870374501913122
2.80,0.997444869669572,0.0007610866577816271
2.81,0.9975229250012141,0.000735927455648923
2.82,0.9975988175258107,0.000711537948566726
2.83,0.9976725997932685,0.000687896772091072
2.84,0.9977443233084576,0.0006649830820391377
2.85,0.9978140385450868,0.0006427765441112667
2.86,0.9978817949595954,0.00062125732364543
2.87,0.9979476410050603,0.000600406075516373
2.88,0.9980116241451057,0.0005802039341703188
2.89,0.9980737908678121,0.0005606325038007096
2.90,0.998134186699616,0.0005416738486621175
2.91,0.9981928562191936,0.0005233104835229213
2.92,0.9982498430713239,0.0005055253642568059
2.93,0.9983051899807227,0.0004883018785740876
2.94,0.998358938765843,0.0004716238368895308
2.95,0.9984111303526352,0.0004554754633277168
2.96,0.998461804788262,0.00043984138686779025
2.97,0.9985110012547626,0.00042470663262373677
2.98,0.99855875808266,0.0004100566132608924
2.99,0.9986051127645078,0.00039587712054848893
3.00,0.9986501019683699,0.0003821543170476971
3.01,0.9986937615512306,0.0003688747279344791
3.02,0.9987361265723277,0.00035602523295358117
3.03,0.9987772313064077,0.0003435930585098182
3.04,0.9988171092568956,0.0003315657698873928
3.05,0.9988557931689773,0.0003199312636026487
3.06,0.9988933150425907,0.00030867775988661916
3.07,0.9989297061453211,0.00029779379529801687
3.08,0.9989649970251971,0.00028726821546213926
3.09,0.9989992175233859,0.000277090167940038
3.10,0.9990323967867817,0.0002672490952231473
3.11,0.9990645632804859,0.0002577347278511408
3.12,0.9990957448001777,0.0002485370776591947
3.13,0.9991259684843684,0.00023964643114137612
3.14,0.9991552608265414,0.00023105334294337612
3.15,0.9991836476871715,0.00022274862946964962
3.16,0.9992111543056245,0.00021472336261399525
3.17,0.9992378053119327,0.00020696886360779864
3.18,0.9992636247384461,0.00019947669698512117
3.19,0.9992886360313546,0.00019223866466203544
3.20,0.9993128620620841,0.00018524680013408705
3.21,0.9993363251385601,0.00017849336278434515
3.22,0.9993590470163399,0.00017197083230311664
3.23,0.9993810489096132,0.0001656719032217418
3.24,0.9994023515020656,0.00015958947955041405
3.25,0.9994229749576092,0.00015371666952977746
3.26,0.9994429389309754,0.0001480467804840346
3.27,0.9994622625781703,0.0001425733137828966
3.28,0.999480964566793,0.00013728995990541174
3.29,0.9994990630862143,0.0001321905936068563
3.30,0.9995165758576162,0.00012726926918720243
3.31,0.9995335201438924,0.00012252021585844905
3.32,0.9995499127594079,0.0001179378332112008
3.33,0.9995657700796183,0.00011351668677673718
3.34,0.9995811080505497,0.00010925150368621046
3.35,0.999595942198136,0.00010513716842223725
3.36,0.999610287637418,0.00010116871866584082
3.37,0.9996241590816,9.734134123077273e-05
3.38,0.9996375708509669,9.365036809099586e-05
3.39,0.999650536881662,9.009127249620208e-05
3.40,0.9996630707343231,8.665966517170981e-05
3.41,0.9996751856025812,8.335129060791789e-05
3.42,0.9996868943214188,8.016202343068832e-05
3.43,0.9996982093753913,7.708786485784071e-05
3.44,0.9997091429067092,7.412493923339447e-05
3.45,0.9997197067231838,7.126949064543877e-05
3.46,0.9997299123060365,6.851787962043176e-05
3.47,0.9997397708175725,6.586657989635851e-05
3.48,0.9997492931087195,6.331217527139955e-05
3.49,0.9997584897264321,6.085135652558521e-05
3.50,0.9997673709209645,5.848091842136985e-05
3.51,0.999775946653009,5.619775676832142e-05
3.52,0.9997842266007053,5.3998865564524766e-05
3.53,0.9997922201665194,5.1881334205820286e-05
3.54,0.9997999364839927,4.98423447627956e-05
3.55,0.9998073844243643,4.787916932372737e-05
3.56,0.9998145726030667,4.5989167405561496e-05
3.57,0.9998215093860952,4.416978342658775e-05
3.58,0.9998282028962541,4.241854424424777e-05
3.59,0.9998346610192799,4.0733056753487046e-05
3.60,0.9998408914098424,3.9111005546582926e-05
3.61,0.9998469014974263,3.755015063164487e-05
3.62,0.9998526984920926,3.6048325209367144e-05
3.63,0.9998582893901242,3.460343350788423e-05
3.64,0.9998636809795542,3.3213448672398315e-05
3.65,0.9998688798455795,3.187641070929949e-05
3.66,0.9998738923758616,3.059042448616772e-05
3.67,0.9998787247657146,2.9353657779200223e-05
3.68,0.9998833830231846,2.8164339379111467e-05
3.69,0.9998878729740177,2.702075724048586e-05
3.70,0.9998922002665226,2.5921256684336422e-05
3.71,0.999896370376326,2.4864238647350346e-05
3.72,0.999900388611024,2.384815797857833e-05
3.73,0.9999042601147311,2.2871521782335158e-05
3.74,0.9999079898725259,2.193288780434101e-05
3.75,0.9999115827147992,2.1030862864390297e-05
3.76,0.999915043321502,2.016410133136499e-05
3.77,0.9999183762262973,1.9331303637241037e-05
3.78,0.9999215858206164,1.8531214837550598e-05
3.79,0.9999246763576213,1.776262320664861e-05
3.80,0.9999276519560749,1.7024358876134842e-05
3.81,0.9999305166041201,1.6315292507698437e-05
3.82,0.9999332741629703,1.5634334008017038e-05
3.83,0.9999359283705112,1.4980431276151506e-05
3.84,0.9999384828448168,1.4352568987332267e-05
3.85,0.999940941087581,1.3749767412942133e-05
3.86,0.9999433064874658,1.3171081274799363e-05
3.87,0.9999455823233663,1.2615598627596685e-05
3.88,0.9999477717675982,1.2082439781353895e-05
3.89,0.9999498778890038,1.1570756248015625e-05
3.90,0.9999519036559824,1.1079729724172656e-05
3.91,0.9999538519394437,1.0608571099658887e-05
3.92,0.9999557255156879,1.015651949902026e-05
3.93,0.9999575270692113,9.722841347825081e-06
3.94,0.9999592591954415,9.306829468796242e-06
3.95,0.9999609244034022,8.907802205047698e-06
3.96,0.999962525118309,8.525102569032481e-06
3.97,0.9999640636840972,8.158097416330237e-06
3.98,0.999965542365885,7.806176646087826e-06
3.99,0.9999669633523706,7.468752424308816e-06
